,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
13,gp:AOqpTOG8vYRtFUtkVbTcWMb_JjmbU4ItU2nHjpOKLaPr89YWTz3WZhH7kkCXA2ebak0ylcaX4T759FpYkkRXIA,Ramesh Balakrishnan,https://play-lh.googleusercontent.com/a/AATXAJwQrG_kmj7wzFAP0rMeB0oL007niKCLMxrb5A6h=mo,Couple of issues. The trending section doesn't update regularly. The same posts are seen for a couple of days. It should be changed regularly. And some posts should not even be there with just s few likes. Some posts by media outlets gets repeated in the scroll,5,21,0.93.5,2021-08-29 16:12:43,,
14,gp:AOqpTOH-uEoZZ_8GIpsG5_-stRnW_Lrh9xPRcBeBGOnZxt9SIU_LFfBS6m8JPkC8boVPl4YpckUg317FqP4-bQ,Anand Poojara,https://play-lh.googleusercontent.com/a-/AOh14GhtWmSQYP6lo16fsBHqJY--fwPnuBa4NsHloLWQfg,"Please launch password login system. Everytime one has wait for otp confirmation, everytime one has to select language... Make it simple",5,4,0.93.6,2021-09-16 20:44:02,Hello! Thanks for your valuable feedback. Happy to let you know that we have now solved the problem you had spoken about. The OTP problem doesn't exist anymore in the app. We request you to update the app and try it out :) Do re-rate us and we'll be grateful to you! 🙏🏻Your friends at Koo.,2021-05-01 22:22:58
15,gp:AOqpTOHlC1v6URMxb2liDPcMMiclW52S-XLo2L4gQSWIxfRnOP-dA-KT-ZP7zNtSzH4PKR--Z7wfWxugLFxbiQ,Venkata Shreyas Kabekkodu,https://play-lh.googleusercontent.com/a-/AOh14GjWaQOqZBBMwNMP0Q5p3ggvHPEUv4LmMECQSNTRe-I,"Ability to showcase multiple language contents in feed is something which would help. Also, creating a VoIP technology like clubhouse Integrated within this app like twitter space it would be good. These two features can add more value to the app. This is the right time to get these features.",5,24,0.90.0,2021-06-16 17:08:19,"Dear Venkata, Thank you for the good suggestion. We will definitely pass on your thoughts to our product development team. Hope you understand that we have built this app in just one year and have taken it this far. And our team is working on improving the app more and to do that they need support from people like you, encourage us with 5 stars.",2021-06-12 23:08:20
16,gp:AOqpTOGOCM8Euummmoevt384Ey4gxmo7zsIaNgJKFsRbHE1bKb0mKpTji2TZM7YroNKP0z4uwLAzAMCxLjL6Mw,Mrinmoy Saha,https://play-lh.googleusercontent.com/a/AATXAJw_X20nRa-dNbm-Hju4HKxpGsFhklGekVK_8k51=mo,"Fairly ok but the only difficulty I face to get the koo link when I am anxious to send my views in Republic TV debate. I often end up waiting till it appears several minutes through the debate when it appears in republic Koo account. Anyway, I would rate it as 5 star altogether.",5,19,0.93.5,2021-08-29 14:16:35,,
17,gp:AOqpTOG1K4pIpoRd9P_-Bu7YTDrJzFEOcO7V1nFA-Eq3JmuQd_uH3okkvk3-Mr-MjKD2WOcthJ3OHJEB_oeO9g,Arnab Chatterjee,https://play-lh.googleusercontent.com/a-/AOh14GgBB7HHsKZXi-c1e9Rd9BvaTdkCZV34qKwjO3P8lQ,Getting logged out from the morning after the update. Now sadly I can't log in. Edit: it's better than ever and completely unbiased unlike twitter. So five star finally for that.,5,5,0.93.6,2021-09-11 13:02:24,"Hello!
Thanks for your valuable feedback. Happy to let you know that we have now solved the problem you had spoken about. You should be able to log in without any issue. We request you to update the app and try it out :)

Do re-rate us and we'll be grateful to you! 🙏🏻
--
Your friends at Koo",2021-05-01 20:55:04
18,gp:AOqpTOH9W0JJti7kB2ET6RQPa35n2heN-bIoaa4WgK5Tf-9cAokjQXCWuYR1O1fq8BnotMlq8Wx5q49HwkGCxQ,sharma Rockland,https://play-lh.googleusercontent.com/a-/AOh14Gjd-4kyXSRS5Xqlcad_ar1YO0FuOapqx43O1LcP,"This is a very good and great app, I liked it a lot, please you guys also see it because it has all the features and it also has Hindi English translation, it is a very good feature, definitely try it.",5,50,0.92.4,2021-07-28 19:27:08,,
19,gp:AOqpTOHacdtGSWjlYZjaj_8eVsJT9qHivsTkU912vbn5afXLvL9fwmscGqTL51KzAl8F2S77CIk1MoJA6ydK3g,JP -one,https://play-lh.googleusercontent.com/a-/AOh14GiiPKdhbX4Q2iiY17Bw2QAQdLpv-CK8y3AheTNfvg,More features should be developed. Activities should be more fast. The experience is good.,4,1,0.93.3,2021-09-18 10:43:05,"Hey, glad you love the app. On playstore anything less than 5 stars affect our reach to millions of users like you. If you have a concern reach out to us at redressal@kooapp.com else encourage with a 5 star rating. ~Your friend Vineet.",2021-09-18 10:48:33
20,gp:AOqpTOGU83ilO2-rggQdmVIkx8WQvtE908mJbm0-nSXJnAIpM7lod8NJCpwqngWEH5eJ7AgU23XpCMCmocFVBg,Suryansh Mishra,https://play-lh.googleusercontent.com/a-/AOh14GiCIIFUaHzMXupYva0HNNak3nCw2bXdjw4GfO9A6A,"I would have given it 5 star, but I am facing problem in adding by Phone number along with my E-Mail. Moreover, I am unable to Login into by Koo Account on My PC through your Website because of Improper designing of Page. Please solve these issues for 5 star rating. Issue resolved",5,22,0.91.3,2021-07-13 23:14:06,"Dear User we are sorry for the inconvenience, but there is no need to add your mobile number if you logged in through it. It is already in the system, you can ignore it and enjoy the Koo App 😀",2021-07-08 00:13:22
21,gp:AOqpTOGRfBdlMvIGK3HZ2P841BOYwARYfJzQGvE2iv-1QV4v9T8C5Ua--BRCkhsSX5Xewz4wFxMoHKf2s5NcQA,PRIYANSHU MAHESHWARI,https://play-lh.googleusercontent.com/a-/AOh14GhtubKr0zuVC4w7BaQKcuHrqJJKSMxZSmyjMtMZ,"Great! But I am very sad on my content being stopped from reaching audience suddenly, I increased my frequency of producing content by seeing good growth in the app but suddenly the likes and rekoos of my new koos stopped, most probably because my contend was stopped from reaching audience, may be this was because a anti- national person who also hate commented on my koo complained about me. I produce content by investing my valuable effort and time. I request to quickly fix this issue.",1,37,0.90.0,2021-06-21 11:01:26,"Dear User, We are very sorry for not meeting up to your expectations. Please tell us what issues you are facing, we, at Koo, will try to help you in the best possible way. Reach out to us at redressal@kooapp.com and email us all your queries along with your koo handle. Once we have provided you the resolution, rate us 5 stars to encourage our team.",2021-06-21 15:57:37
22,gp:AOqpTOHTL7Vc_wM7ZLlkQ-0AJAbt6I-JmyIFWItHPMjR7-3kLm0BfUIN6AuynLQ3vso08WH8DjCVXCsh7c04KQ,GameMaster Blank,https://play-lh.googleusercontent.com/a-/AOh14GiNGNGPxs_UDMMXAftBUI-JUKT97ikhP0CtCy9d,"Function should be little bit faster. Seriously, I feel a little bit lag, when using Koo than Twitter. Beside these everything r fine.",4,4,0.93.6,2021-09-09 09:40:39,"Hey, we are aware of it. For an absolutely smooth experience there needs to be various improvements to be made which are time consuming. We are an early-stage startup, growing rapidly. we request you to be patient and bear with us for some time. Encourage us with 5 stars and we would be grateful 🙏🏻~Your friend, Vineet",2021-09-09 09:45:48
23,gp:AOqpTOFDtir5sBf6-q0WLxkjOl2_oBqfephKM6HTQaglS6c51bEy9TBYYxha8cuKkVj7wTaCxOr4I5EmoJrAVw,DEVARAJAN,https://play-lh.googleusercontent.com/a-/AOh14GjEUdQx9oxWsALWywnUDawBkpn77n-a674HI6kejw,"Still lot of bugs are there! Sometimes, particularly early mornings the menus are not appearing!",5,5,0.93.6,2021-09-22 19:14:05,"Hey Devarajan, thanks for the review. Glad you love the app. We request you to invite your friends and family onto the platform. We're always looking for new ways to improve, so we value the feedback that you've shared with us. Your friend, Gurmeher",2021-09-23 11:35:58
24,gp:AOqpTOED8zkgtgKQaFFJLh7AF2mHN9lhdv1HXTjhv8I9BFCK5notpIrhcp-FEgEXu1dugFFw2Iuuy4SpqCuxKQ,BAPS MY FAMILY,https://play-lh.googleusercontent.com/a-/AOh14GifX76EV3G9-6Hr7o5CVYc5oOzJhzG2zSHk8DVx-g,"The app is getting worse day by day, it is no longer fun to use and keeps loading and shows nothing and crashes.",1,12,0.93.6,2021-09-16 09:27:14,"Hey, We're sorry to hear you're unable to operate app. Could you provide more details via whatsapp at 9760835380 or via a form https://forms.gle/rCYYgTeZN2kp6EaB9 . We would happy to help you in no time. Looking forward to hear from you! ~Your friend, Vineet.",2021-09-16 12:11:03
25,gp:AOqpTOE4CJnTLW9m0i1ZJaW3xzBlb-glnmM954gDPMGbl8tXWTQ0YJAwZF2Ye6LkKBynNBwnJ1l-VKD1OvA1mA,Aswath,https://play-lh.googleusercontent.com/a-/AOh14Gj1HGG2cZjSCDS0vhg49Ni5Au6J6n9PTNN93mFPjWo,"Great first implementation. Lots of missing features, but I hope they will come in the future Edit: the dark theme looks a bit garish. Hope they'll work on it to make it easier on the eye",5,14,0.93.5,2021-08-29 12:37:06,,
26,gp:AOqpTOH0OsTxwKjypjfUplGZIZdKarPvAyF0UhDxrK6qLeTjvchFFNY06ISYxmXLJmN1qLewid7Db8wM9uUrEw,Pradeep SHA,https://play-lh.googleusercontent.com/a/AATXAJyqs9E59ba1Laz_Q2hieuPVwADBz-SwRNqYGWvo=mo,"Needs too much improvement. First add the bookmark feature so that we can revisit a comment as and when it's needed. ALSO KINDLY CHANGE THE NAME -""KOO"" IT SOUNDS BIZZARE AND GIVE SOME BAD CONNOTATION. this name is also hugely mocked upon on other SM spec.that bastard Twitter. I certainly don't feel good about their mockery and this name also - ""Koo""😒",2,33,0.91.3,2021-07-06 10:17:06,"Hey! We have developed a very unique feature which has never been launched by any company in the world. Now you can koo in multiple languages all at once. 🙂 Do try it out here kooapp.com/create Felt happy? Encourage us with a 5 star and we will be grateful to you 🙏

-Your Friends at Koo.",2021-07-29 11:24:33
27,gp:AOqpTOFjMrCol0onY5awuVegIh3qKmCUZ99FPsG3t6ScRobCPAJq-01PgdZ4cbFsCeqynQaHdUXiDe0n3cr6yw,Manya Mishr,https://play-lh.googleusercontent.com/a-/AOh14GieS-jT9_q6bcED5NJ1mp1OfkPefllGo2ldqc4Xcw,This is a good app. But the word limit which is just 400 is really really less. As a poet I want to post my poems there but I am unable to. I find this really annoying and disheartening. I hope team Koo would look forward to help me. Regards!,2,16,0.91.3,2021-07-05 15:46:25,"Hi Manya, thank you for the feedback. We are a microblogging app where people can connect with each other & with others from different communities who come forward & share their opinion in their language. Word Limit enable people express their thoughts in the shortest and simplest possible way so that others can read it in lesser time.",2021-07-05 17:54:54
28,gp:AOqpTOFeSQhqHYwhAm3urk3ERaHckiQ94eUVt8abJGFvvbsrMzYfzC1pdzotMdYA22nDarD1_rPMtOESeHCPnQ,Kamlesh Pandey,https://play-lh.googleusercontent.com/a-/AOh14GjxpAmStSgVW5xfDfNJZ1E7IQIa2o9dcxoIZq-DJA,"I'm giving 4 star rating because this is indian app and it's function and features are quit good but please increase the word limit of post and comment, whenever I share a pic after uploading it is automatically cropped from Edge side this happens with video too. App take little bit time to refresh the feed. Please improve this otherwise I love this app and if you will be able to improve your performance I'll definitely give you 5 star rating :-)",4,20,0.91.3,2021-07-03 15:29:56,"Dear Kamlesh thank you so much for the feedback. We have observed a sudden spike in our user's intake and that might have caused this issue. This is a side case and should not affect many users. Request you to uninstall it and reinstall and it should work fine. Our team is working to improving our app everyday, encourage us with 5-star ratings 🙏🏻",2021-07-03 17:54:15
29,gp:AOqpTOF6LRjOU8P_Hj2WiIJFhtUBLuur0PyOnS5G1t7SDX8T9MJPH3E9RKTrYEi8eVnWXODnDkq_KoCHpoB5sA,Ansh Tripathi,https://play-lh.googleusercontent.com/a/AATXAJwdgQfLLsSBCz4dJP4aBtOaJpHD-NJauz8jU4km=mo,"Overall experience is great. But there are some bugs and also it sometimes stops working. In addition to that, it is slow too. But I know koo's team will soon fix these problems😊",4,11,0.93.1,2021-08-30 18:36:30,"Hi Ansh, We're sorry to hear you've had a experience with app operating slow and getting stop. We're always looking for ways to improve. Could you provide more details via redressal@kooapp.com? We look forward to hearing from you! ~Your friend, Vineet",2021-08-30 18:45:13
30,gp:AOqpTOE1NLLKduI9J1h3BYvnMoTTasfcqOewarYZWxZ1TOuB2Dwg_fnVffgLsY-KW6_2ZbOs428sRp-ugv5Kvg,Daksh,https://play-lh.googleusercontent.com/a-/AOh14GgNjK_u68qlb_VIOG5KcKG9rbxjcua_KyXhN_CC,"This is a good app but it needs improvement, like dark mode and some theme change settings and the most important thing is it's interface is way too laggyy..... So if these things would get an improvement then it will become one of the best app.",5,163,0.91.3,2021-07-07 00:44:33,"Hello! Please accept our apology for not meeting up with your expectations. While we are gonna have many features released soon, we request you to be patient and bear with us for some time. We are a small team and have built all this in one year. Our team is working on improving the app. Do encourage us with 5 stars and we would be grateful 🙏🏻",2021-06-18 00:18:36
31,gp:AOqpTOEJuLnQORXzqj_nGdN-deRLaGHMEEeoeDOcZpmzHYmUvthXiJKu2EBT-95vxmI5TMM6b_RsR52cAKoXxA,Vishwajeet Tomar विश्वजीत तोमर,https://play-lh.googleusercontent.com/a-/AOh14GhF8OfQLJLOK4SJ_0pk8cs6LINaH9xtQT0dpaBUrkA,Just ordinary type app as of now. Interface should be improved and easy to handle. Yellow colour should be optionalised and more colour like saffron may be added. Can Put tiranga colour in interface design.....Huge work on this app yet to be done. Team koo pls make fast update... My Best wishes....,2,9,0.90.0,2021-06-22 22:37:20,"Hey! We have upgraded the app with a completely new design. If you are happy with the improvements made, please encourage us with a 5 star and we will be grateful to you. 🙏

-Your Friends at Koo",2021-07-29 16:11:58
32,gp:AOqpTOFQbqM_9yMepxxnsyHz8-lJiAp7pA-pXz8QWRxv-YYU3qt5m4xuaMI7v-W4KE_qvjeQPzsmUidMqNCz4g,Naresh Chugh,https://play-lh.googleusercontent.com/a-/AOh14Gi2QvgtGX8yLNNS2W5luk2J2_kxjZ26Pn2F9o-Ixg,"Slowly slowly people engagement with koo increasing day by day , really good sign but still need clarity of contents for better comments.",3,2,0.93.6,2021-09-19 06:17:07,"Hey! Thanks reviewing Koo. Glad you love the app. We're always looking for new ways to improve, so we value the feedback that you've shared with us. Would be appreciated if you share the feedback on https://forms.gle/rCYYgTeZN2kp6EaB9. Do rate us 5 stars if you're satisfied with the app. ~Your friend, Saravanan.",2021-09-19 09:30:22
33,gp:AOqpTOElHH9A1gmD2hysIvFeVsXrekY4H6605bAIrpAK6KuRbCmtIqCNPSOgUyHZcE_6LOem2-CvaJ3bBf0k4A,Aarushi Sharma,https://play-lh.googleusercontent.com/a/AATXAJxBVEoioWH0VjZHKhqVbtuazbo0lzeRPhbrhutngw=mo,I would suggest a few improvements(which maybe are in progress) that there should be no word limit and an added privacy feature to choose who can view my profile. Other than that...the app is good overall...,5,116,0.91.4,2021-07-14 14:06:46,"Dear Aarushi, Thank you for the good suggestion. We will definitely pass on your thoughts to our product development team. Hope you understand that we have built this app in just one year and have taken it this far. And our team is working on improving the app more and to do that they need support from people like you, encourage us with 5 stars.",2021-07-12 22:18:31
34,gp:AOqpTOFaW1aOygHqmoQ0uI6KNTBXUWCfhZa2I5kKXexfVB1pGsmZiq6rfh8Mv3VlFVEHm3KNfDKHDpmJufo5Fw,Ashutosh Kumar,https://play-lh.googleusercontent.com/a-/AOh14Ghl33h_E-DBeR1uEdXlFMhTKOgGqHgDv61uxiQ1XA,"Good initiative, we have to take these type to steps to make our country a digital country. There are few issues/bugs and some features missing as well. But keep going guys, we're always there for you to keep you guys motivated.",5,11,0.90.0,2021-06-21 23:39:45,,
35,gp:AOqpTOGzMBse0DYR1RPboZmOrCuBnvWwzKmWStQUzcSLhAC5coAH9oQu2Oen7pZZHMtpI65rz8TqtEc3B9ftgg,HARSHIT SONI,https://play-lh.googleusercontent.com/a/AATXAJyqw8prMcrnhxitjcrbLNIzEwvw6ila1bc4nxc2=mo,Your notification settings feature does not work. I have disabled every single notification category from the in-app settings yet i get frequent notifications even after recent app update. PS: New app design is nice! Edit: Reinstalled the app. Reset the settings. Still the problem persists. Your in-app settings don't work.,2,10,0.92.5,2021-08-05 21:24:49,"Hello Harshit, we apologize for the experience. WhatsApp us on 97608-35380. We will try to solve your concern in the best possible way. Once we have provided you the resolution, rate us 5 stars to encourage our team.",2021-08-05 21:27:57
36,gp:AOqpTOECwXWRgQj5NuNHoJraMTFyo5FYg5GyZ0QtPRB3s0xURL7t_vaF0vjdV60aRzPTMv6q2CjY9HahNiyQCA,Bhawanishankar namdev,https://play-lh.googleusercontent.com/a-/AOh14Gi-hUW2bmo7oCo01X0a-FSisBvnXoPIrYk46DEeJA,Nice app .It is a great thing by which we can express and have our thoughts in front of the others.,5,5,0.93.6,2021-09-19 16:28:23,"Hey Bhawanishankar, thanks for the review. Glad that you love the app. At Koo, we take great pride in providing a great experience for our users. We request you to invite your friends and family onto the platform. Thanks for helping us to reach out millions of users like you. Your friend, Mehar",2021-09-16 13:37:34
37,gp:AOqpTOFd07fEc_H2pewtyUFJn4JoY4loBmK3pv7CR3Yq2CtAmixofvlcarqwzKzRn8igntU6AQAo2Ts5CqxTLQ,Sonu Kumar,https://play-lh.googleusercontent.com/a-/AOh14GhRuBN2DN4l6AyASFPvES6-At9wT1DMgcH4f9H-,Really good update....but animation need to be improve.... lagging issue is there.... twitter viewer and impressions need to be viewed .you have done a fantastic job so far in the smaller time..but you have to work hard and improve to replace the twitter 🤗✅🤘,5,11,0.93.0,2021-08-13 14:02:17,"Dear User, We are sorry for the experience. Please tell us about this issue you are facing. Email us at redressal@kooapp.com or WhatsApp us on 97608-35380. We will try to solve your concern in the best possible way. Once we have provided you the resolution, rate us 5 stars to encourage our team.",2021-08-09 20:32:13
38,gp:AOqpTOHcQP5ruDqhE0S39PJK77qjBHQcFBpnVrJhkVrtNjpXWEi1JOa60dNFnUVjJi59jSUpgOuPdv8oMZup3g,Sudarshan Kumar,https://play-lh.googleusercontent.com/a-/AOh14GjlLKEgL7hy4UHQkMDz5Vbweft_l2q0hnzqihUopQ,"I really loved this app. It's very easy to sign up just via SIM card number. Very light UI, easy to use as it resembles with twitter. The only thing that I want in the app is of having better logo of koo app and its name.",4,82,0.93.4,2021-08-19 10:02:36,Hello! Please accept our apology for not meeting up with your expectations. Your feedback will be forwarded to the concerned team and we'll bring it. wherever possible. We are a small team and have built all this in one year. Our team is working on improving the app. Do encourage us with 5 stars and we would be grateful 🙏🏻,2021-08-19 10:56:50
