,rating,isEdited,date,userName,title,review
10,1,False,2021-11-11 05:01:37,Pavan247,Frustrating Reels and Bugs,"After Tiktok got ban in India, Instagram added reels to this app. I don’t like that tiktok. Then they’ve come to reels and doing extra things. Even you didn’t give any option to block reels. If possible give blocking reel option and then I’ll give 5star. Also why the why are you removed smooth scrolling which need to put more energy to scroll to next post sometimes I have to scroll two times. Why can’t you keep it simple. If you make this annoying updates in this I’m going to uninstall this garbage app.  I literally didn’t like that. You guys made same type of mistakes in Facebook now you are facing less number of users. Don’t do like Facebook. I’ve been facing lot of bugs in Instagram. If not like Facebook this is also going to be in bin. Sometimes I won’t get search options then I need to force close the app and open it again. Also recent update when I tried to refresh the explore section it shows again same posts and even shows the hid posts again and again. And you developers are not going to solve this because you are busy with Facebook or other things. Please focus on this! Don’t loose many users which you actually did it in Facebook."
11,5,False,2020-11-01 16:11:34,Rajat awasthi,Need immediate action on this issue,"I am using Instagram since soo long and i dont have any issues yet but something very Weird happening this time When I open my Instagram I found that the music feature is disappears my reel music is disabled and I am very upset with this issue because I am unable to post my reels with music ,and Of course my music sticker is also disappears so my Instagram stories with music not working I want to fix this issue by updating my Instagram and when my Instagram is been updated I did not found any of the difference Music is not working yet so that I reinstall the application then also I found the same issue I want you to please check out the bugs and fix my issue as immediate as possible...
although I reported a problem with my help Centre on Instagram but I cannot found any of the response from your side the music feature is disabled yet please give some time to fix this issue thank you so much."
12,1,False,2020-08-13 19:13:01,laksh0005,Neeed inediate action to be taken!!!?,Dear instagram it had been great journey since 2011 Have been using this account since and recently i feel instagram have got so much updated with its facility its harrassing the user to break community guide lines  my aacount is much older than 10 years and never had such problem yet since 2 month i have been regularly reporting about the like and comment feature been blocked for my account for a week when it starts working again the same like &comment feature blocked error comes yesterday it logged me out for using the id for getting false like and comment on my id and ask me change the password since i ve been using this id connecting through my facebook i changed my facebook password yet it doesnt accept some how i managed to change it later today again the like feature gets blocked its really frustrating to get such feedback i have never used such facility to get likes and comment yet in 10 years and such obligations are been given by hou what will i get after getting likes and comment? Its kind of harassing to trouble an user again and again hence am uninstalling this app since no support is given since 2 month
13,5,False,2020-10-27 06:12:04,MS Masbi,Notification not working,"I have been reporting the same issue since very long, I don’t know when it will be resolved. I am not getting any single notification from instagram even after enabling push notification. I get notifications only when I am using the app. Once i closed the app, I don’t receive any notifications from the app.  I have talked to apple support regarding this issue if there is any issue from their side. They have investigated and then informed me that there is no any issue from their side. This issue is from your side ( instagram app). Can you please help me for this because this is such a headache. I have been facing issue since very long and i am very disappointed from your side as i have already reported once and you haven’t replied me yet. Also I marked one thing that even when I update my app , I can’t see new changes in my instagram id. It remains just same as before. Hoping that I get it resolved very soon."
14,5,False,2020-09-20 10:34:35,s bhagalia,Action Blocked Repor,"For some reason every now and then I’ve been given a notification that my account has been compromised following with me having to change my password. I don’t think I’ve ever done anything against “community guidelines” for Instagram to block me from liking, commenting and following for a certain period of time. The “tell us” option that’s given to us doesn’t seem to have an use and it’s probably just piling up everytime someone clicks that option. I see Instagram updating pretty often “fixings bugs” but this is a bigger issue which just hasn’t been resolved for a while. I think till date I’ve had atleast 10-12 times where I’ve been blocked for a certain number of days and it’s not good if you’re an artist on Instagram. Please figure out what the problem is or atleast tell us if we’re filling some accounts we shouldn’t because we can’t sit and go through out whole list."
15,3,False,2019-08-27 09:03:16,topinb,PLEASE IMPROVE YOUR BOTS,"I’ve been on Instagram since day 1, and it’s always been a good time there. It’s the first thing I look at in the morning and the last thing I look at before I sleep. However, one thing that annoys and angers me to no extent is the bots that do the security check for reports. Every time I report something very, very abusive/sexist/racist, I ALWAYS get a message saying “this does not violate our community guidelines” or so. That too, after a few hours and when the content is really blatantly hateful and abusive. I understand if you have installed bots to detect swear words and all, but that is something so compact that it really does not help at all. I have reported this issue so many times now, and there have been so many updates to Instagram, but NO ACTION TAKEN WHATSOEVER. The last straw for me was today when I was just happily keyboard smashing out of pure excitement, and I was immediately restricted from commenting for a bit because I was apparently misusing this feature and my content violated Instagram guidelines. Please, please do better checks or employ real people."
16,1,False,2021-05-04 11:24:34,Mehak Kaur ✨,No Updates for my Account for past 3 years !,"I have been using Instagram for a long long time now, but from the past few years i am not getting the updates like everyone else in my following/ followers list. I even now also have the old version, compared to the others. Its not that i don’t ever get the update option on app store, but those updates are the outdated ones only. For example, even now i don't have the chat theme option in my specific account, the reaction to a message feature is missing, the feature to reply to a particular message in chat like WhatsApp also doesn't show in my account and so on. I have waited for so long thinking i might get updates in sometime, but this issue seems to never get resolved !!! I don’t know why my account is not up to date always !! And always misses out on the features which have been introduced even months-of-time back. Out of these many reviews, not even sure if my review gets any attention from you and gets any resolution for the issue! But i hope you look into this and provide the required resolution for the same as it really gets so irritating to see no updates."
17,1,False,2020-09-01 18:42:37,divije,Account blocked,"Dear INSTAGRAM, help me resolve my issues this is one major concern I’ve already reported the issue for like 10 times !! I can’t like any pictures and is addressing it by saying - “ your account is temporarily blocked from taking this action . Sharing your account with a service that helps you get more likes and followers which is against our community guidelines “ . So first of all i’ve not done any kind of action that is illegal or against your community guidelines i don’t even accept unknown follow request !! I’m a very private person who uses instagram for fun !!! And then your community guidelines says if i do this again they might block my account !!! What do again ??????? I need to know what i should stop doing !!! Should i stop liking pictures of my own friends ? Or sharing some posts which is funny ? What is it that you found illegal about ? I really hope my account doesn’t get blocked in future !! So help me get through this issue as i can see this is not the first time someone had this exact issues as i have now !! 
This is a deep concern from someone who loves using instagram !! I hope i can get answers soon and you would help me with it !!"
18,3,False,2020-10-14 03:32:41,Saumya Yashwi,Account not functioning properly need IMMEDIATE ACTION,"Dear Instagram I had created my account recently like almost two months back. I am a very fond user of this app but since the time I’ve made my account I keep facing problems such as my actions get blocked or it gets compromised whereas I’m not doing any such things that would lead me to such serious consequences where I would be unable to use my account freely. 
This morning as I was going through my following list all of a sudden I was unable to see the people who I follow although the total number of people who I follow can be seen on the top but as I tap on the number to see the list the whole list is empty. I know it’s a new account but that doesn’t mean that I should be HARASSED in such a manner! 
I have reached to the Instagram team as well with regards to this problem but I did not get any response as yet from their side. 
I am a genuine user of Instagram but this is turning out to be more like a HARASSMENT ISSUE and NON USER-FRIENDLY APPLICATION. 
Please don’t let your users down and please fix this issue."
19,4,False,2021-02-09 17:16:07,Hemant_03,Great app but a request...,"I’ve been using Instagram since 2014 and I’ve loved it since but the only thing I’ve started to unlike about Instagram is the simplicity and less noise and zero water it had in terms of UI/UX I’ve loved the Instagram with complete flat icons without making them bolder because the thinner ones looked way more versatile and the presence of buttons like “follow” “edit profile” etc were fine and compact near the profile logo and it gave the user much space for the content overview but since the unnecessary space occupancy took place it created a confusion and mess that made me unsatisfactory, so it’s a kind request to Instagram please bring back the old theme in Instagram with thin and flat icons and compact and less space consuming buttons with more space saver look by using every inch of the screen it is really not a great thing wasting space all around I’m not a huge fan of it... please look into my request as a huge request Air do something about it..."
20,5,False,2020-09-07 18:10:45,chiasneha,Action blocked,"Hi, im a regular user, with all my informations done and with a double verification on in the app. Im a very fond user of the app but then this action blocked notification kept on popping up, i ignored it once thinking it must be some glitch. But today again a window popped up saying my account was compromised, but how can it be when i have double verification in the app. And then after i changed the password logged back in the notification “your account has been temporarily blocked” came up, i have never violated any guidelines and being not able to like, follow, comment, unfollow or block is very frustrating. I have reported it before as well and did it again but there was no response from your side... 
PLEASE LOOK INTO THIS URGENTLY or i might be forced to leave Instagram because of this issue. And its more frustrating because this is happening for the third time! 
PLEASE FIX THIS! 
Regards"
21,4,False,2020-05-29 23:19:33,Ram2346,‘Add post to your story’ option unavailable,"Hi, I am sure you must have received many reviews on this feature of adding a publicly page feed photo to our insta story. I’ve tried everything possible from reinstalling, resetting the phone to re-enabling and updating the app for this feature but I still don’t see it. You must do something to fix this bug or whatever that everyone’s talking about online. I want to share some posts on my story but I can’t because of this feature. I know the the page has to be public and that they have to enable the same feature on their page as well for us to share so we tried on 2 different phones and it showed the same issue and even though we have a public page and allowed the option, I still can’t share it on my story. I need this mainly to promote my event and let people share but I can’t because of this tiny bug that’s keeping me from doing this. Please look into it!"
22,1,False,2020-10-14 16:55:56,uqwx,Money vanished if added extra to the wallet for promotion,"After writing hundred times for the issue but I feel Instagram is not bother about their user or their user’s money. This is from quite some time that my poste is not getting approval for promotion which doesn’t violate any ig rules. I don’t understand on what basis they reject as it is only my work picture of makeup. This was the one problem, second is that if I add extra amount to use later for other promotion, the money disappears next day, even when there is no promotion running. When I make promotion for 1 day that is 24hr, which 24hr is inclusive the time taken by Ig for review, weather it is 23hrs. And in most of my promotion, the money what I spent is not completely used and neither I am able to use the left over money further because I don’t know where it disappears. I have reported this issues so many time to Instagram but I feel they are not at all responsible or neither they do care. It could be because they are famous now so that don’t bother about people’s problem or their money. I wish from this review I get into eye of Instagram n my problem get solved."
23,5,False,2021-04-24 17:58:57,aastha07__,I’m Sad😑,"Hey instagram hope you doing fine but i ain’t at all like literally not At all !!!! sorry I may sound rude but iam posting content , creating it and editing it every single day being so regular and consistent , and after giving all high hopes all the down from 2 days you are behaving very rudely to me like iam even unable to see my followers , iam unable search and get any Giphy which is worst my story has like least views that I never imagined bcz my stories are always entertaining😒 even everything is good on my page like proper good you are behaving this way to me, listen to me and solve this thing❤️don’t take my happiness , sitting on my couch I’m just worried about my account thinking how can I solve this problem, so spare a time for my account and fix it kindly , hope you have great sleep as mine is very disturb bcz of these all things, please fix it whatever but I love you❤️❤️❤️❤️"
24,4,False,2021-10-19 14:39:12,Nazarethism,Reels length,"I love making reels and I do spend quite some time and energy in making one. But I only have the option to compile everything into a 30 seconds reels when I have enough content to make a 60 seconds reel. It is pretty off putting that my account doesn’t allow me the feature. And the funny thing is , the second account I use allows me to upload up to 60 seconds of reels but that is not the account I can post my reels on.
I have been dealing with this issue for a long time and it’s kind of frustrating to not see 60seconds options after every time I update the app.
I even tried logging off and in, deleting and reinstalling, trying it on a different phone, but nothing seems to be working. I use IOS and system is updated too.
Hope this gets fixed very soon.
I emphasise on this Reels feature because it gives a ton of post engagement and reach, which is very helpful for a content creator like myself."
25,5,False,2020-08-16 14:05:24,Shijo Varghese,The best brand development platform in the world!,"We love Instagram simply because there is no other app or website on the internet that offers the possibilities and collaborations that this app provides its users! All in one, user-friendly, compact and convenient place. If you are looking to grow your online presence in this age of advanced AI, global business reach and instant customer feedback - there is no better platform to be seen on or even consider! The avenues for brand development that it offers are absolutely mind boggling! Today’s startups and entrepreneurs are so fortunate and spoilt for choice! Redefining online presence, promotional avenues and live engagement. If you think otherwise, sadly you are wasting your precious time as seasoned business owner/start-up, customer or a novice browser looking to incentivize on the next big opportunity. Thank you - Instagram! True Genius. Words are not enough!"
26,5,False,2020-09-02 12:05:08,AshwynM,Action Block Report,"Dear Instagram,
Yesterday when I was logging in to my account there was a message which said that my account was compromised and it had was written there that I’ve used a third party software to increase likes and followers and so I had to change password and it took me to a web view instead of the app. Okay then I changed the password and gained access and tried to like a picture of a friend now an action block message appears suddenly that I’ve been blocked temporarily for 1 week for violating the rules. The first thing that I haven’t used any third party application to increase my followers and haven’t violated any rules. I’ve reported the problem and tried reinstalling the application but still nothing.
Please fix this issue as soon as possible, many customers are getting such an issue who haven’t done anything wrong.
Thank you."
27,5,False,2020-08-19 19:26:24,khatrikakhatra,Complaint regarding app crashing,"Hello sir I am rakesh i am using iphone 6 from last 5 years but this time i am very disappointed i dont know what is the main issue but when i am opening my instagram app when i am posting something or while using the app the app directoly closed and show me the home screen 
I have tried lots of thing i have deleted the app many times i have updated the app also and even i have updated my iphone software new version i have swithched off my mobile many times and then reopen the instagram app but everthing is failed Pls solve the issue i dont know whats is exactly happenning again and again app is crashing
Pls solve this very soon i am in very trouble from 3 days i never have any problem in last so many years but this time i was very disappointed i have tried lots of time frim my side now i am tired pls help me out asap"
28,5,False,2020-11-13 11:21:01,curvy_aries,Switch to Professional Account,This is giving me an error you have reached the limit for the number of businesses you can create at this time. I do not have any other business accounts. My profile was already on professional but I switched it to personal to check something and when I tried to switch back it’s giving me this error.. it’s over a month I have tried everything on the internet to troubleshoot it.. updated app updated iOS removed app reinstalled app trying using a different network tried using a different phone none of it works.. what exactly is ur issue.. first u shadow block me then even after having 14k+ followers you don’t even give me a reach of 500 and now this so that I can’t see my stats at all.. why are you doing this to my account?.. it’s frustrating when u block me like this
29,4,False,2021-05-29 15:14:18,jayesh hinduja 1234@,Need immediate action on this issue,"I am using Instagram since too soo long and I don’t have any issues yet but something very weird happening this time when I open my Instagram I found that the music feature is disappears my reels music is disabled and I am very upset with this issue I am unable to post my reels with music and of course my music sticker is also disappears so my Instagram stories with music not working I want to fix this issue by updating my Instagram and when my Instagram updated I did not found music option so that I reinstall the application then also I found the same issue I want you to please check out the bugs and fix my issue as immediate as possible....

Although I reported a problem with my help center on Instagram but I cannot found any type of the response from your side the music and reels feature is disabled yet please give some time to fix this issue thank you so much"
30,1,False,2020-11-30 12:54:09,Nevelanav,Ruined by the new developers,"I have been a part of Instagram for a long time and have been a very general everyday user of the application. Starting from the time Instagram was new to the days now I have always used Instagram and had been my everyday application to interact and connect. This had been going good for the times Instagram was supportive until Instagram started to block us restrict us in the normal everyday day to day actions we are accustomed to    There are a large number of people I don’t want to follow because of the context they put and a large set of people I want to support because of the content they showcase, which being the basic functionality and reason and backbone of Instagram , was for reasons the human brain can’t comprehend was restricted. The app has been a great part of my life until it stopped me and started deciding the people I follow and the people I can’t follow. Instagram has been irresponsible unprofessional and very idiotic in the way they have created this new platform to control our interaction. You lost a lot of loyal users than the bots you intended to."
31,1,False,2020-10-26 08:39:46,fdrhixybivu,Temporary ban,"Instagram,
My account has been temporarily blocked again. And this isn’t the first time it has happened but the 5th. My account is banned for a week because it says i’m involved in third party apps to gain more like and followers but i can assure you there is nothing like it. And my account has around 4000 followers. In normal circumstances, i would have just deleted my account and created a new id or if this ban had just lasted for a week then also, it would’ve been bearable. But this is the 5th time my account has been disabled from liking, commenting, following, unfollowing and posting. This is a repetitive process and my account keeps on getting banned. This is very frustrating and i have also tried to report this problem several times but there was no response from your side and the only response i keep on getting is another weekly ban on my account. I request you to please look into this matter and end this charade once and for all. Just unban my account and don’t brinv the ban again. I never had any complaints before, but this is really annoying me."
32,1,False,2020-04-30 08:50:40,bshivi,Action blocked!!!,"After reporting an issue around thousands of times, there is no one bother to reply atleast for asking whats wrong and why am Ireporting issue. This action was blocked. We restrict some actions to save our community, etc etc"" I dont even figure out, whats wrong if I am trying to like photos of my friends on social media. This is not something which I am liking random pics of anyone and doing any offensive things. I am trying to like picture of my friends who are my followers also the one who accepted my following requests. Have reported this issue thousands of time still there is nothing, no reply. My Instagram account is facing a big problem, my account is creating an issue, I am having an action block problem when messaging someone in my account, please request a solution to solve this problem. That this problem should dry up as soon as possible and fix my instagram account back. Someone has reported me wrong so please address my problem Madhan and to give fix my account Instagram I request u please Instagram team started back my account.

Thank You."
33,3,False,2020-09-26 13:07:22,Kathan_Patel,"Love Instagram, but reels 😪","Since the new update, when the reels feature introduced, personally I don’t like reels. I must say, the User experience is not good.

The explore button is on the top navigation bar. We can’t switch between different screens. In the previous version, we can switch between explore, home, direct messages, activity, and profile screen. But in this new version, we can’t. 

Every time we go to explore and come back to home, we lost where we are in explore screen and every time It shows a first upper post where we started or an updated screen.

Quick Solution (suggestion):

If Instagram can replace the explore button and put where it was in bottom navigation bar, It’ll be easy for switching screens. The reels button will go in top navigation bar where the explore button is.

Reason: 

When we are watching reels, It’s just a single screen at a time, and we can go back to it where we left off. But in explore we are seeing grid system feed. 

There are also other reasons behind this, since we are using this learned behaviour of clicking the explore button in bottom navigation bar. like when we talk about functional & navigation consistency.

So I think, this is a significant step towards ensuring a consistent experience across the previous and new version of this product. 

So to conclude if reel button will replace with explore feature, I’ll be more than happy. 😄"
34,1,False,2020-06-05 17:11:46,bhainamemekyarakhahe,Issue,"After reporting an issue around thousands of times, there is no one bother to reply atleast for asking whats wrong and why am Ireporting issue. This action was blocked. We restrict some actions to save our community, etc etc"" I dont even figure out, whats wrong if I am trying to like photos of my friends on social media. This is not something which I am liking random pics of anyone and doing any offensive things. I am trying to like picture of my friends who are my followers also the one who accepted my following requests. Have reported this issue thousands of time still there is nothing, no reply. My Instagram account is facing a big problem, my account is creating an issue, I am having an action block problem when messaging someone in my account, please request a solution to solve this problem. That this problem should dry up as soon as possible and fix my instagram account back. Someone has reported me wrong so please address my problem Madhan and to give fix my account Instagram I request u please Instagram team started back my account Thank You."
35,2,False,2019-08-09 06:39:49,Kaur Kahlon,Need some changes so that we could feel more safe and secure,"Sir, i am active member of instagram.. but it hurts when i go through some applications where i feel unsafe and uncomfortable. 

Firstly, i would like to mention that you should put an option of private messaging. ( i want to say that there should be option for us whether we want receive messages from outsiders or not) 
I receive many fake and abusive messages from people whom i don’t know. It comes up in message request but still it hurts.. i only want that I couldn’t get any message till the time i don’t add the person in my account. 

Secondly, 
Instagram shows our account in suggestions , and i receive many useless friend requests which i don’t want even. So it must be an option whether we want to show our account in suggestion or not. 

Thirdly, 
Facebook provide an option of hiding our friends. Instagram should also have the same application.  

Instagram is best but not better than snapchat . Yes it have filters and everything. But still safety matters alot . And i want you to these changes so that i could rate it 5 . And feel secure. Hope you will do . Thank you.

I sent you the feedback so many times. But you didn’t took any action for it. 
How disgusting.!! If we are giving you feedback it doesn’t mean that we are complaining you, but the point is that we want you change some options so that it could get good ratings. Please sir i request you again . Take an action for it.🙏🏻"
36,1,False,2021-07-20 14:41:28,Plantsinmybowl,Instagram feedback as a food blogger,"I am a food blogger and iPhone user , I have had issues with uploading reels all the time , sometimes when I upload the reels it shows blank , today I uploaded a reel now it’s not showing my reels view even though some people have liked my video and commented . I know you guys are installing new software and updating but that doesn’t mean a user should get troubled because of that , he or she should be able to work with the app smoothly. Please fix this and show my reels view , and I have been uploading my reels since so many days , it’s more than a month , at first I started getting so many views more than 8k views now I get thousand views and less , you aren’t promoting small users than how will small users stay in your app . Some people post useless content and they have millions of followers and here I am uploading every single day with a great content and you don’t even promote it after posting reels for more than a month only 500 views , 1k views ? 
Is that even worth it ? 
I am working everyday to make it work 
I mean it’s not fair at all ."
37,1,False,2020-06-08 15:29:00,Sharan Dasari,Action block,"It's been a month and more I have been facing action block for no reason. When Instagram has clearly stated that third party apps and automation by bots will lead our accounts to be shadow banned , then why will I even want to take risk and practice these mischievous activities. I run 3 theme pages on Instagram , these three pages along with my personal account are always logged in , in my Instagram app. I faced action block in my newest page and because of this one block , now am facing action block on all of my other accounts including my personal which I hardly use. For the past one month I have been reporting this issue and no one even tries to fix this. It's simple Apple , we buy your products because of your top notch security and privacy and authenticity you provide to your customers. Am tired of complaining now and I request you to please take some action. It's not like am spamming or something , am able to do all the operations on Instagram if am using safari but am facing action block if I am using the Instagram app. Please consider this issue."
38,1,False,2020-11-24 12:59:32,Rague2,Updates and defects,The app keeps preventing liking of posts which also states that I have incorporated other means against their apparent guidelines to gain followers and likes when my account is private and have not partaken in any such activities which Instagram loves to blame any account. I do receive a load of follow requests which I delete daily and thus would not require such means. The liking issue has also caused me to continuously delete and re-download the app which is 4-5 times this week. Furthermore it caused a random call for change of password by giving a false alarm regarding compromising of the password. The app update too has destroyed the smooth flow of the app. It was a good social media platform which is being ruined by the day. I have been unblocked after the above incident only recently and have been reblocked saying I have not followed community guideline. I shall henceforth restrict my use of this social media platform and inform the other the same. Cause this is not a funny thing. It annoying and irritating to the extent I have deleted the app until further notice.
39,1,False,2021-05-14 19:18:10,MIM2003@,Bug fix required,"Hi! I’m your regular user and since the past few days I’m  facing some problems in liking, commenting someone's post or following someone.  Whenever i try to do this i get a pop up message saying that ""try again. You have temporarily blocked from this action. Sharing your account details with some external app for likes or followers"".  So with all my respect  request Instagram to go and check my profile ""madhumanti_maxumder"".  You will know that I haven't used any of the app for likes or followers.  Haven't done anything that's against your community guidelines.  So l humbly request Instagram to remove this block from my account as I haven't done anything wrong still iam facing this kind of problem.  Even i have linked my Facebook and Twitter accounts to my Instagram account. If this problem arises instagram will reportedly lose many of its users.   I request iam facing a allot of problems in using the app i jave now reported this problem more that 5 time & haven't got a reply or anything like that.  Pls fix this problem as soon as possible! It’s disappointing!"
